date,Tmax,Tmin,Tavg,Prcp
9/18/2013,31.7,25.9,28.2,0
9/19/2013,31.6,25.6,27.9,0
9/20/2013,31.5,25.4,27.8,0
9/21/2013,32.4,25.3,28,0
9/22/2013,33,25.6,28.6,0
9/23/2013,32.2,25.6,28.2,0
9/24/2013,33.5,25.4,28.7,0
9/25/2013,38.4,26.4,31.3,0
9/26/2013,38.7,28.1,32.4,0
9/27/2013,33.4,27.6,29.7,4.7
9/28/2013,31.8,26.6,28.6,0
9/29/2013,32.5,25.5,28.5,0
9/30/2013,33.9,26,29.6,0
10/1/2013,31.7,26.4,29,0
10/2/2013,37.5,27.7,32.3,0
10/3/2013,38.6,29.6,33.3,0
10/4/2013,37,28.5,31.9,0
10/5/2013,33.3,26.2,29.1,0
10/6/2013,31.3,26.1,28.3,0
10/7/2013,31.5,25.8,28,0
10/8/2013,31.7,24.6,27.9,0
10/9/2013,31.4,25.8,28.3,0
10/10/2013,33.7,26.4,29.2,4.4
10/11/2013,33.5,27.2,29.8,0.4
10/12/2013,32.7,26.7,29.3,0
10/13/2013,33.7,26.9,29.7,0
10/14/2013,34.3,26.7,29.9,0.2
10/15/2013,31.9,26.1,28.5,0
10/16/2013,31.6,26,28.2,0
10/17/2013,31.6,26.1,28.3,0
10/18/2013,31.9,25.4,28,0
10/19/2013,33,24.4,28.1,0
10/20/2013,31.6,24.4,27.4,0
10/21/2013,31.2,24,27.4,0
10/22/2013,31.6,23,27.1,0
10/23/2013,34,22.9,28.5,0
10/24/2013,35.9,24.2,29.7,0
10/25/2013,35.9,24.6,29.9,0
10/26/2013,34.5,22.8,28.6,0
10/27/2013,33.3,22.4,27.8,0
10/28/2013,32.1,23.5,27.4,0
10/29/2013,30,23.4,26.6,0
10/30/2013,30.2,25,27.2,0
10/31/2013,31.1,24.7,27.4,0
11/1/2013,32.3,23.6,27.8,0
11/2/2013,31.7,22.6,27.2,0
11/3/2013,32.5,21.3,27,0
11/4/2013,32.5,20.6,26.8,0
11/5/2013,31.8,20.9,26.3,0
11/6/2013,30.7,22.5,26.6,0
11/7/2013,29.8,22,25.7,0
11/8/2013,29.3,21.2,25.2,0
11/9/2013,29,20.2,24.6,0
11/10/2013,29,20.2,24.4,0
11/11/2013,28.3,18.2,23.4,0
11/12/2013,28.4,18.3,23.7,0
11/13/2013,29.2,19.2,24.2,0
11/14/2013,30.2,19.6,24.9,0
11/15/2013,30.5,20.2,25,0
11/16/2013,30.2,20.6,25.1,0
11/17/2013,30.6,20.5,25.1,0
11/18/2013,30.9,20.7,25.3,0
11/19/2013,30.3,18.7,24.5,0
11/20/2013,30,19,24.2,0
11/21/2013,29.5,18.4,24.1,0
11/22/2013,30.4,19.5,24.5,0
11/23/2013,30.4,19,24.5,0
11/24/2013,31,20.8,25.4,0
11/25/2013,30.1,19.1,24.6,0
11/26/2013,29.8,19.5,24.6,0
11/27/2013,28.8,19.5,23.9,0
11/28/2013,30.6,18.3,24.6,0
11/29/2013,31.6,21.6,26,0
11/30/2013,30.1,19.9,24.9,0
12/1/2013,28.9,20,24,0
12/2/2013,28.5,17.5,23.3,0
12/3/2013,29.8,17,23.7,0
12/4/2013,28.7,19.6,23.6,0
12/5/2013,29,19.5,23.7,0
12/6/2013,27.7,15.6,21.9,0
12/7/2013,27.2,19.7,23,0
12/8/2013,27.9,19,23.2,0
12/9/2013,27.9,17.9,22.8,0
12/10/2013,27.3,17.1,22.3,0
12/11/2013,26,17.3,21.8,0
12/12/2013,28.6,17.7,22.9,0
12/13/2013,27.6,17,22.3,0
12/14/2013,27.2,19.1,23,0
12/15/2013,26.8,20.1,23.3,0
12/16/2013,26.3,18.8,22.3,0
12/17/2013,27.5,17.6,22.4,0
12/18/2013,29.2,18.8,23.3,0
12/19/2013,26.5,16.5,21.6,0
12/20/2013,25.3,16.5,20.4,0
12/21/2013,23.7,14.9,19.5,0
12/22/2013,23.3,16.6,19.5,0
12/23/2013,22.1,14.7,17.9,0
12/24/2013,22.8,13.5,17.9,0
12/25/2013,23.3,14.1,18.4,0
12/26/2013,23.6,14,18.4,0
12/27/2013,22.5,11,17,0
12/28/2013,22.2,10.1,16.5,0
12/29/2013,22.2,11.1,16.6,0
12/30/2013,21.3,10.4,15.5,0
12/31/2013,19.9,8.9,14.4,0
1/1/2014,19.5,10.3,14.3,0
1/2/2014,20.6,10.9,15,0
1/3/2014,21.4,10.3,15.6,0
1/4/2014,23.8,11.4,17.9,0
1/5/2014,23.4,10.8,17.4,0
1/6/2014,23.2,10.3,17.1,0
1/7/2014,23.6,13.1,17.8,0
1/8/2014,22.1,12.3,16.6,0
1/9/2014,21.1,12.7,16.6,0
1/10/2014,21.8,10.6,16.1,0
1/11/2014,21.5,11.1,16,0
1/12/2014,22.2,11.7,16.5,0
1/13/2014,22.4,12.5,17.3,0
1/14/2014,23.9,11.4,17.6,0
1/15/2014,24.2,12.1,18.2,0
1/16/2014,24.1,12.5,18.5,0
1/17/2014,24.3,13.8,19.1,0
1/18/2014,24.7,12.6,18.8,0
1/19/2014,23.8,14.6,18.8,0
1/20/2014,22.3,13.2,17.5,0
1/21/2014,23.8,13.1,18.4,0
1/22/2014,23.5,13.6,18.7,0
1/23/2014,24.3,13.4,19.1,0
1/24/2014,24.5,14.7,19.4,0
1/25/2014,25,13.7,19.3,0
1/26/2014,26.6,14.6,20.3,0
1/27/2014,27.5,15.3,20.9,0
1/28/2014,27.9,16.1,21.5,0
1/29/2014,26.4,14.5,20.4,0
1/30/2014,26.7,13.3,20.1,0
1/31/2014,27.9,14.6,21.2,0
2/1/2014,27.7,17.4,21.9,0.2
2/2/2014,27.4,17.8,22.1,0
2/3/2014,26,16,21,0
2/4/2014,27.2,16.7,21.9,0
2/5/2014,25.7,18.2,21.7,0
2/6/2014,25.4,19.3,22,0
2/7/2014,23.6,16.7,20.4,0
2/8/2014,23.3,12.2,18.3,0
2/9/2014,23.5,11.8,18.1,0
2/10/2014,23.8,17.2,20.5,0
2/11/2014,24.5,12.3,18.8,0
2/12/2014,24.5,13.8,19.1,0
2/13/2014,24.2,16,19.7,0
2/14/2014,24.5,14.9,19.7,0
2/15/2014,24.1,15,19.5,0
2/16/2014,25.6,11.3,19.1,0
2/17/2014,26.5,15.2,20.7,0
2/18/2014,26.2,12.5,19.6,0
2/19/2014,24.1,16,20.1,0
2/20/2014,26.6,14.9,20.9,0
2/21/2014,27.8,14.8,21.3,0
2/22/2014,27.2,16.2,21.6,0
2/23/2014,27.3,16.6,21.8,0
2/24/2014,27.2,17.6,22.1,0
2/25/2014,27.8,16.7,22.1,0
2/26/2014,27.8,14.7,21.5,0
2/27/2014,28.8,16.2,22.3,0
2/28/2014,26.5,15.2,21.1,0
3/1/2014,25.8,14.2,20.5,0
3/2/2014,25.7,17.4,21.6,0
3/3/2014,24.1,18.2,20.8,1
3/4/2014,26.5,17.1,21.8,0
3/5/2014,27.6,17.8,22.7,0
3/6/2014,28.6,17.2,23.2,0
3/7/2014,30.4,18.6,24.7,0
3/8/2014,31.5,18.3,25.2,0
3/9/2014,30.4,19,24.6,0
3/10/2014,30.2,19.3,24.4,0
3/11/2014,28.5,19.8,23.9,0
3/12/2014,30.1,17.7,24.3,0
3/13/2014,30.1,19.8,25,0
3/14/2014,31.1,19.4,25.2,0
3/15/2014,32.1,19.5,25.7,0
3/16/2014,30.3,19.3,24.9,0
3/17/2014,28.5,21.9,24.4,0
3/18/2014,31.6,17.2,24.7,0
3/19/2014,31.9,18.4,25.1,0
3/20/2014,28.9,18.6,23.7,0
3/21/2014,28.3,21.3,24.2,0
3/22/2014,31.1,21.6,25.3,0
3/23/2014,29.4,20.4,24.7,0
3/24/2014,29.7,21.8,25.2,0.8
3/25/2014,30.6,21.5,25.7,0
3/26/2014,31.4,21,26,0
3/27/2014,31.3,23.9,27.2,0
3/28/2014,29.4,22.5,25.8,0
3/29/2014,29.8,22.1,25.1,0
3/30/2014,31.2,20,25.2,0
3/31/2014,31.8,21.9,26,0
4/1/2014,29.9,22.5,25.4,0
4/2/2014,29.7,23,25.6,0
4/3/2014,30.9,21.2,25.5,0
4/4/2014,32.2,21.8,25.9,0
4/5/2014,30.2,22.4,25.6,0
4/6/2014,33.9,24.2,27.7,0
4/7/2014,33.1,20.7,27.4,0
4/8/2014,33.4,20,26.8,0
4/9/2014,32.7,20.4,26,0
4/10/2014,31.7,19.6,25.7,0
4/11/2014,31.9,21.7,26.4,0
4/12/2014,30.1,22.5,25.9,0
4/13/2014,30.6,23.6,26.4,0
4/14/2014,33.2,22.5,27.1,0
4/15/2014,33.4,23.7,27.8,0
4/16/2014,32.7,24.1,27.3,0
4/17/2014,30.5,24.3,26.9,0
4/18/2014,31.8,24.5,27.4,0
4/19/2014,33.6,24.5,28.1,0
4/20/2014,35.1,24.7,29,0.4
4/21/2014,35,24,29.2,0.3
4/22/2014,34.8,24.9,29.7,0
4/23/2014,35.1,24.7,29.4,0
4/24/2014,32.5,24,27.7,0
4/25/2014,32.6,25.3,28.4,0
4/26/2014,33.9,25,28.8,0
4/27/2014,36.2,25,29.9,0
4/28/2014,37.5,24.9,30.5,0
4/29/2014,34.6,25.1,29.7,0
4/30/2014,33.6,25.5,29.1,0
5/1/2014,33.3,25.9,29,0
5/2/2014,33.1,26.3,29.2,0
5/3/2014,32.7,25.9,29,0
5/4/2014,34,25.7,29.4,0
5/5/2014,35.6,26.3,30.1,0
5/6/2014,36.9,26.8,31.1,0
5/7/2014,37.3,26.1,31.1,0
5/8/2014,34.8,25.5,29.6,0
5/9/2014,35.4,26.7,30.1,0
5/10/2014,33.9,26.9,29.8,0
5/11/2014,32.7,26.2,29,0
5/12/2014,31.6,26.8,28.9,0
5/13/2014,32.1,27.1,29.2,0
5/14/2014,31.9,27.1,29.2,0
5/15/2014,31.5,27.1,28.9,0
5/16/2014,31.9,26.9,29,0
5/17/2014,32,27,29,0
5/18/2014,32.1,24.8,28.3,0
5/19/2014,33.3,26,29.2,0
5/20/2014,33.7,26.1,29.3,0
5/21/2014,33.5,26.4,29.4,0
5/22/2014,33.9,26.7,29.8,0
5/23/2014,34.1,27.3,30.3,0
5/24/2014,35.6,27.1,30.8,0
5/25/2014,35,26.4,30.4,0
5/26/2014,35,25.6,30.2,0
5/27/2014,36.3,25.6,30.4,0
5/28/2014,34,26.5,29.7,0
5/29/2014,33.2,27.5,29.9,0
5/30/2014,33.3,27.7,30.1,0
5/31/2014,33.4,28.1,30.4,0
6/1/2014,33.9,27.9,30.4,0
6/2/2014,34,27.7,30.5,0
6/3/2014,35.3,27.9,31,0
6/4/2014,36,27.4,31.3,0
6/5/2014,36.2,28.1,31.6,0
6/6/2014,35.2,27.9,30.8,0
6/7/2014,34.4,27.8,30.7,0
6/8/2014,38.8,28.4,32.6,0
6/9/2014,34.6,27.6,30.5,0
6/10/2014,33.2,27.4,29.8,0
6/11/2014,33.8,27.5,30.5,0
6/12/2014,34.2,28.5,31,0
6/13/2014,34.4,28.4,31,0.4
6/14/2014,34.3,29.1,31.3,0.4
6/15/2014,34.9,29.2,31.6,0.1
6/16/2014,33.6,29.5,31.2,0
6/17/2014,32.7,28.7,30.6,0
6/18/2014,33.2,28.4,30.4,0
6/19/2014,33.8,27.7,30.4,0
6/20/2014,34.4,28,30.7,0
6/21/2014,34.8,29.3,31.6,0
6/22/2014,33.7,28.9,31,0
6/23/2014,33.2,28.5,30.3,0
6/24/2014,33.2,28.2,30.2,0
6/25/2014,33.1,28.5,30.4,0
6/26/2014,32.8,28.5,30.3,0.1
6/27/2014,32.4,28.2,30,0
6/28/2014,32.2,28,29.7,0
6/29/2014,31.9,28,29.7,0
6/30/2014,31.9,28.1,29.6,0
7/1/2014,31.5,27.8,29.4,0
7/2/2014,31.3,27.5,29.1,0.3
7/3/2014,30.7,27.2,28.7,0.7
7/4/2014,31.1,27.2,28.8,0
7/5/2014,31.6,27.1,29.1,0
7/6/2014,31.8,26.7,29.1,0
7/7/2014,32.2,27.3,29.4,0
7/8/2014,31.9,27.4,29.4,0
7/9/2014,32.3,27.5,29.6,0
7/10/2014,32.6,27.6,29.8,0
7/11/2014,31.7,27.8,29.6,0.3
7/12/2014,32.2,27.4,29.6,0
7/13/2014,33.3,26.8,29.9,0
7/14/2014,33.9,28.6,30.6,0
7/15/2014,34,28.3,30.7,0
7/16/2014,33.2,28.4,30.3,0
7/17/2014,33.2,28.1,30.3,0
7/18/2014,33.1,28,30,0
7/19/2014,32.6,27.5,29.8,0
7/20/2014,32.5,27.7,29.7,0
7/21/2014,31.9,27.7,29.5,0
7/22/2014,31.9,27.6,29.4,0
7/23/2014,32,27.4,29.4,0
7/24/2014,31.8,27.6,29.2,0
7/25/2014,29.8,27.7,28.5,1.4
7/26/2014,30.7,26,28,10.7
7/27/2014,30.5,27.2,28.7,0
7/28/2014,30.5,27.2,28.5,0
7/29/2014,30.9,27,28.6,0
7/30/2014,31.3,27,28.9,0.3
7/31/2014,32.8,27.9,29.7,1
8/1/2014,33.2,28.1,30.2,0
8/2/2014,31.5,27.7,29,4.2
8/3/2014,30.5,27.1,28.5,0
8/4/2014,30.4,26.4,28.1,0
8/5/2014,30.4,26,27.8,0
8/6/2014,29.8,26.2,27.9,0
8/7/2014,30.7,26.4,28.3,0
8/8/2014,30.8,26.6,28.4,0
8/9/2014,31.8,27,29,0
8/10/2014,33.4,27.3,29.6,0
8/11/2014,31.9,27.2,29.2,0
8/12/2014,32.4,27.4,29.4,0
8/13/2014,31.5,27.2,29,0.1
8/14/2014,31.2,27.1,28.6,0.1
8/15/2014,30.5,26.8,28.4,0
8/16/2014,30.8,26.9,28.4,0
8/17/2014,31.4,26.2,28.3,0
8/18/2014,31,26.2,28.2,0
8/19/2014,31.2,26.3,28.5,0
8/20/2014,31.2,26.7,28.4,0
8/21/2014,30.6,26,28,0
8/22/2014,30.2,26.1,28.1,0
8/23/2014,31,26.4,28.4,0
8/24/2014,31.4,26.5,28.5,0
8/25/2014,31.4,26.7,28.6,0
8/26/2014,31.1,26.8,28.5,0
8/27/2014,30.4,26.5,28.1,0
8/28/2014,32.2,26.1,28.6,0
8/29/2014,34,26.4,29.3,0
8/30/2014,34,26.9,29.6,0
8/31/2014,34,26.7,29.7,0
9/1/2014,36.6,27,31.5,0
9/2/2014,37,29.6,32.6,0.6
9/3/2014,38.2,30.5,33.3,0.2
9/4/2014,32.5,27.5,29.8,0
9/5/2014,31.6,27,28.8,0
9/6/2014,31.6,26.5,28.7,0
9/7/2014,32,26.7,28.8,0
9/8/2014,32.8,26.7,29.1,0
9/9/2014,31.3,26.5,28.5,0
9/10/2014,31,26.4,28.3,0
9/11/2014,31,26.3,28.3,0
9/12/2014,30.9,26.3,28.3,0
9/13/2014,30.8,26.3,28.2,0
9/14/2014,31,25.6,28.1,0
9/15/2014,31.3,25.4,28.1,0
9/16/2014,31.2,25.7,28.2,0
9/17/2014,30.4,26.5,28.1,0
9/18/2014,31.2,26.2,28.4,0
9/19/2014,30.7,26.3,28,0
9/20/2014,30.2,25.9,27.7,0
9/21/2014,30.1,25.6,27.6,0
9/22/2014,30.5,25.4,27.7,0
9/23/2014,30,25.5,27.4,0
9/24/2014,30.2,25.9,27.8,0
9/25/2014,30.5,26,28,0
9/26/2014,31.1,25.7,27.9,0
9/27/2014,31,25.9,27.9,0
9/28/2014,31,26,28,0
9/29/2014,30.8,25.8,27.8,0
9/30/2014,30.9,25.6,27.8,0
10/1/2014,30.7,25.4,27.6,0
10/2/2014,31.9,25.2,27.6,0
10/3/2014,31.4,25,27.5,0
10/4/2014,31.2,25.5,27.7,0
10/5/2014,30.9,25.9,27.9,0
10/6/2014,31.2,26.1,28,0
10/7/2014,31.3,25.1,27.6,0
10/8/2014,30.9,24.4,27.3,0
10/9/2014,34.9,23.3,28.5,0
10/10/2014,36.1,25.3,30,0
10/11/2014,38.1,24.7,30.1,0
10/12/2014,37.3,23.1,30.2,0
10/13/2014,37.1,23.6,29.8,0
10/14/2014,34.2,24.9,29.1,0
10/15/2014,33.6,22.4,28.1,0
10/16/2014,33.8,23,28.3,0
10/17/2014,33.8,21.6,27.8,0
10/18/2014,33.8,21,27.3,0
10/19/2014,34.3,22.2,27.4,0
10/20/2014,34.7,22,27.9,0
10/21/2014,35.7,22.1,29,0
10/22/2014,35.8,23.2,29.5,0
10/23/2014,34.9,22.5,28.6,0
10/24/2014,34.1,22.5,27.6,0
10/25/2014,34.6,21.6,28,0
10/26/2014,36.5,24.8,30.3,0
10/27/2014,34.5,22.8,28.6,0
10/28/2014,33.8,23.5,28.3,0
10/29/2014,32.2,22.6,27.5,0
10/30/2014,31.1,26.4,28.3,0.1
10/31/2014,29.6,24.1,26.3,3.7
11/1/2014,26.8,22.1,24.3,24.1
11/2/2014,29.2,22,25.2,0
11/3/2014,28.7,22.1,25.1,0
11/4/2014,28.7,24.3,26,0
11/5/2014,28.4,23.8,25.6,0
11/6/2014,28.9,23.5,25.7,0
11/7/2014,30.6,23.9,26.4,0
11/8/2014,32,21.5,26.4,0
11/9/2014,31.4,22.6,26.5,0
11/10/2014,30.8,22,26,0
11/11/2014,31.8,19,25.3,0
11/12/2014,31.9,18.7,25.5,0
11/13/2014,32.7,22.1,26.9,0
11/14/2014,32.9,21.8,26.9,0
11/15/2014,30.7,17.7,24.3,0
11/16/2014,31.8,17.4,24.6,0
11/17/2014,32.7,20.2,26.4,0
11/18/2014,31.8,20.2,25.9,0
11/19/2014,31.2,19.4,25.4,0
11/20/2014,30.3,21.5,25.6,0
11/21/2014,29.6,20.6,24.7,0
11/22/2014,30.1,19.7,24.6,0
11/23/2014,30.6,17.9,24.7,0
11/24/2014,30.6,20.8,25.4,0
11/25/2014,30,17.5,23.8,0
11/26/2014,29.6,18.7,24,0
11/27/2014,28.9,22.9,25.1,0
11/28/2014,29.1,22.6,25.2,0
11/29/2014,29.2,21.7,25,0
11/30/2014,28.8,20.6,24.4,0
12/1/2014,29.8,19.8,24.7,0
12/2/2014,29.4,20,24.6,0
12/3/2014,29,20.4,24.3,0
12/4/2014,29.8,18.5,23.9,0
12/5/2014,30.5,19.2,24.7,0
12/6/2014,30.3,19.9,24.9,0
12/7/2014,29.2,18.5,23.7,0
12/8/2014,28.8,16.4,22.6,0
12/9/2014,28.2,16.5,22.4,0
12/10/2014,26.9,16.9,21.6,0
12/11/2014,26.1,15.1,20.2,0
12/12/2014,26.2,15.2,20.2,0
12/13/2014,24.6,14.8,19.6,0
12/14/2014,24.1,13.3,19.2,0
12/15/2014,24.2,12.8,18.7,0
12/16/2014,25.4,12.8,19,0
12/17/2014,25.4,14.4,19.7,0
12/18/2014,25.1,13.5,19.4,0
12/19/2014,24.8,15.9,19.8,0
12/20/2014,24.8,14.8,19,0
12/21/2014,23.5,12.3,18.1,0
12/22/2014,24.6,14.7,20,0
12/23/2014,23.8,16.7,20.1,0
12/24/2014,24.7,15.5,19.7,0
12/25/2014,25.7,15.1,20.1,0
12/26/2014,26.7,15.6,20.8,0
12/27/2014,24.7,13.6,19.3,0
12/28/2014,24.5,13.5,19.9,0
12/29/2014,24.7,14.8,19.5,0
12/30/2014,23.6,14.2,18.6,0
12/31/2014,23.3,13.9,18,0
1/1/2015,22.4,14,17.8,0
1/2/2015,24.9,15.3,19.5,0
1/3/2015,24.6,13.1,19.1,0
1/4/2015,25.5,13.1,19.7,0
1/5/2015,25.5,14.6,19.8,0
1/6/2015,25,15.3,20.4,0
1/7/2015,26.9,16.7,21.8,0
1/8/2015,26.4,15.8,20.8,0
1/9/2015,25,14.9,20,0
1/10/2015,26.3,15.9,20.8,0
1/11/2015,25,14.2,19.8,0
1/12/2015,25.4,16.7,21,0
1/13/2015,28.4,20.2,23.3,0
1/14/2015,25.6,16.6,20.7,0
1/15/2015,23.9,14.4,18.7,0
1/16/2015,24.2,13.7,18.6,0
1/17/2015,24.4,13.1,18.5,0
1/18/2015,24.7,13.3,18.9,0
1/19/2015,25.4,13.7,19.4,0
1/20/2015,23.2,15.9,18.9,1.2
1/21/2015,22,15.7,19,0
1/22/2015,23,14.8,18.9,0
1/23/2015,23.6,14.4,19.1,0
1/24/2015,23,14.3,18.6,0
1/25/2015,22.9,13.5,18.3,0
1/26/2015,23,14.5,18.8,0
1/27/2015,23.1,13,18.3,0
1/28/2015,22.6,14.1,18.3,0
1/29/2015,23.8,12.4,18.2,0
1/30/2015,25.9,14.8,20.1,0
1/31/2015,24.4,14.3,19.6,0
2/1/2015,25.7,19.9,22.5,0
2/2/2015,26.3,18.1,22.1,0
2/3/2015,26.6,16.5,21.3,0
2/4/2015,27.8,15.9,21.8,0
2/5/2015,26.7,17.1,21.8,0
2/6/2015,26.4,15.1,20.8,0
2/7/2015,24.9,16.3,20.5,0
2/8/2015,26.4,16.7,21.4,0
2/9/2015,26.5,16.7,21.3,0
2/10/2015,27.2,17.4,22.1,0
2/11/2015,27,15.1,21.2,0
2/12/2015,28.4,17.2,22.3,0
2/13/2015,26.2,19.4,22.4,0
2/14/2015,27.8,20.9,23.4,0
2/15/2015,27.3,21.2,23.5,0
2/16/2015,28.8,21.6,24.4,0
2/17/2015,28.8,21.4,24.3,0
2/18/2015,27.8,19,23,0
2/19/2015,27.4,20.5,23.4,0
2/20/2015,29.1,20.8,24.1,0
2/21/2015,31.7,18.2,24.9,0
2/22/2015,31.7,20.9,25.8,0
2/23/2015,27.1,19.2,23.5,0
2/24/2015,25.5,20.9,22.7,0
2/25/2015,23.4,16.3,20.1,0
2/26/2015,25.1,15.9,20.6,0
2/27/2015,25.5,16.5,21.1,0.6
2/28/2015,20.8,16.5,18.5,0.8
3/1/2015,22.1,14.7,17.9,0
3/2/2015,24.5,13.8,19.3,0
3/3/2015,25,17.3,21.1,0
3/4/2015,26.2,17.5,22.1,0
3/5/2015,26.2,20.2,23.1,0
3/6/2015,27.9,19.5,23.3,0
3/7/2015,27.9,19.7,23.1,0.4
3/8/2015,28.6,17.7,22.7,0
3/9/2015,29,15.8,22.6,0
3/10/2015,27.5,17.6,22.4,0
3/11/2015,28.8,17.2,23.2,0
3/12/2015,30.5,19.6,24.9,0
3/13/2015,27.1,18.6,22.4,2.8
3/14/2015,24.6,18.4,21.5,0.9
3/15/2015,25.3,16.3,21.2,0
3/16/2015,28.1,17.6,22.9,0
3/17/2015,30.7,19.2,24.7,0
3/18/2015,30,18.8,24.1,0
3/19/2015,29.1,20.3,24.4,0
3/20/2015,31.7,21.1,25.8,0
3/21/2015,32.7,21,26.4,0
3/22/2015,35,23,28.2,0
3/23/2015,34.2,21.4,27.1,0
3/24/2015,31.3,22.5,26.4,0
3/25/2015,33.9,21.1,27,0
3/26/2015,35.6,23.8,29.2,0
3/27/2015,36.7,23.1,29.5,0
3/28/2015,33.2,23.4,28.2,0
3/29/2015,34.6,25.6,29.2,0
3/30/2015,33.3,22.2,27.5,0
3/31/2015,30.7,20.9,25.8,0
4/1/2015,29.8,23.2,26,0
4/2/2015,30.5,23.9,26.6,0
4/3/2015,29.7,24.1,26.4,0.3
4/4/2015,29.6,23.2,25.6,0
4/5/2015,29.3,21.8,25.1,0
4/6/2015,30.3,21.1,25.1,0
4/7/2015,32.2,20.9,26.1,0
4/8/2015,35.8,20.7,28.4,0
4/9/2015,35.8,23.1,29.7,0
4/10/2015,35.5,24.9,29.5,0
4/11/2015,32.4,22.9,27,0
4/12/2015,35.8,24,29.1,0
4/13/2015,36.8,24.4,30.4,0
4/14/2015,36.7,25.2,30.7,0
4/15/2015,37.6,25.2,31.4,0
4/16/2015,37.2,25.3,30.9,0
4/17/2015,34.1,25.5,29.4,0
4/18/2015,33.7,26,29.5,0
4/19/2015,33.7,26.4,29.6,0
4/20/2015,36.7,26.6,30.6,0
4/21/2015,35.9,25.2,30.2,0
4/22/2015,34.3,24.2,28.9,0
4/23/2015,33.2,24.9,28.5,0
4/24/2015,33.4,25.1,28.6,0
4/25/2015,33.7,25.1,28.9,0
4/26/2015,33.9,25.8,29.2,0
4/27/2015,35.7,26.1,30,0
4/28/2015,37.2,25.2,29.9,0
4/29/2015,34.2,24.9,28.9,0
4/30/2015,36.3,25.6,30.1,0
5/1/2015,40,26.2,32.3,0
5/2/2015,36.9,26,30.9,0
5/3/2015,33.7,25.4,29.3,0
5/4/2015,33.3,24.3,28.5,0
5/5/2015,33.6,25,28.7,0
5/6/2015,32.5,25.5,28.8,0
5/7/2015,32.4,26.7,29.2,0
5/8/2015,32.2,26.1,29,0
5/9/2015,32.7,26.8,29.3,0
5/10/2015,32.9,27,29.6,0
5/11/2015,33.6,27.4,30,0
5/12/2015,36.7,27.5,31.1,0.4
5/13/2015,35.4,26.7,30.3,0
5/14/2015,34.9,25.7,29.8,0
5/15/2015,33.7,26.1,29.4,0
5/16/2015,33.5,26.4,29.6,0
5/17/2015,34.1,27.1,30.1,0
5/18/2015,34,28.1,30.4,0
5/19/2015,33.5,27.7,30.2,0
5/20/2015,34,27.7,30.3,0
5/21/2015,34.6,27.6,30.3,0
5/22/2015,34.4,27.8,30.5,0
5/23/2015,35,28.2,31,0
5/24/2015,34.7,28.5,31,0
5/25/2015,33.8,27.7,30.2,0
5/26/2015,34.1,27.8,30.4,0
5/27/2015,34,28,30.5,0
5/28/2015,34.9,28.1,30.8,0
5/29/2015,34.6,27.5,30.3,0
5/30/2015,34,27.5,30.3,0
5/31/2015,34.5,27.3,30.4,0
6/1/2015,36.5,27.4,31.1,0
6/2/2015,39.1,28,32.7,0.8
6/3/2015,35.4,28.1,31,0
6/4/2015,36.1,27.3,30.7,0.1
6/5/2015,36.4,27.1,31.1,0
6/6/2015,34.1,27.2,30.1,0
6/7/2015,33.8,27.1,29.9,0
6/8/2015,33.4,27.1,30.2,0
6/9/2015,33.7,28.4,30.5,0.3
6/10/2015,34.4,28.3,30.8,0
6/11/2015,34.5,28.5,30.8,0
6/12/2015,34,28.3,30.6,0
6/13/2015,33.6,28.4,30.5,0
6/14/2015,33.3,28.7,30.6,0
6/15/2015,33.3,28.4,30.5,0
6/16/2015,33.7,28.2,30.6,0.1
6/17/2015,35.1,28.5,31.3,0
6/18/2015,36.6,28.7,32.1,0
6/19/2015,37.9,29.5,32.9,0.1
6/20/2015,39.4,30,34,0
6/21/2015,41,30.8,36,0.3
6/22/2015,40.3,32.3,35.7,0
6/23/2015,37.9,29.8,34.1,0
6/24/2015,34,28.4,30.8,0
6/25/2015,35,28.4,31.2,0
6/26/2015,35,28.4,31.2,0
6/27/2015,35.1,29,31.7,0
6/28/2015,36.4,29.3,32.3,0
6/29/2015,35.3,29.2,31.8,0
6/30/2015,33.7,28.6,30.5,0
7/1/2015,32.9,28.1,30.1,0
7/2/2015,33,28.2,30.3,0
7/3/2015,33,28.4,30.4,0
7/4/2015,33,28.6,30.3,0
7/5/2015,32.1,28.4,29.9,0
7/6/2015,32.8,28.2,30,0
7/7/2015,33.1,28.2,30,0
7/8/2015,32,27.7,29.4,0.1
7/9/2015,31.2,27.6,29,0
7/10/2015,31.5,27.1,29,0
7/11/2015,32.4,27.3,29.4,0
7/12/2015,32.7,27.5,29.7,0
7/13/2015,32.6,27.6,29.6,0
7/14/2015,31.7,27.7,29.3,0
7/15/2015,31.1,27.3,29,0
7/16/2015,32.3,27.7,29.5,0
7/17/2015,32,27.1,29.3,0
7/18/2015,31.3,27.3,28.9,0
7/19/2015,31,27,28.7,0.3
7/20/2015,31.9,27.1,29,0
7/21/2015,32.9,27.4,29.7,0
7/22/2015,31.1,28,29,5.1
7/23/2015,29,27.5,28,14.4
7/24/2015,30.6,26.8,28.3,1.6
7/25/2015,30.3,27.4,28.5,0
7/26/2015,29.9,27.1,28.3,0.6
7/27/2015,27.6,26.9,27.2,11.1
7/28/2015,29,26.6,27.5,0.5
7/29/2015,29,26.1,27.3,0.2
7/30/2015,28.8,26,27.1,0.1
